"","Species","Gut_SubSection","Gut_SubSection.padjust","Species.padjust","Kingdom","Phylum","Class","Order","Family","Genus","F4_GI_1","F4_GI_2","F4_GI_3","F4_GI_4","F4_HG_1","F4_HG_2","F4_HG_3","F5_GI_1","F5_GI_2","F5_GI_3","F5_GI_4","F5_HG_1","F5_HG_2","F5_HG_3","F6_GI_1","F6_GI_3","F6_GI_4","F6_HG_1","F6_HG_2","F6_HG_3","F7_GI_2","F7_GI_3","F7_GI_4","F7_HG_1","F7_HG_2","F7_HG_3","F8_GI_1","F8_GI_2","F8_GI_3","F8_GI_4","F8_HG_1","F8_HG_2","F8_HG_3"
"Otu00057",0.0813597294447266,0.00214368910371942,0.00808122618010774,0.255913330798867,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",0,0,0,0,0.0331723313941455,0.0337703044638153,0.0469213728378925,0.0409992883336807,0,0.0264606007932277,0.0440596848942229,0.0776667179000072,0.0768871899878212,0.0924354226265277,0,0,0,0,0,0,0,0,0.0357847244850008,0.163017085229217,0.202629900095237,0.2140935507619,0,0.010954670250958,0,0.0382192502166353,0.0707697366622136,0.0620074615771933,0.091780313477436
"Otu00058",0.0324207892269082,0.00547145147490395,0.0178596434935544,0.211644980234736,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",0,0,0,0,0.0357847244850008,0.0355039371888628,0.046276649381921,0,0,0.0154925531290998,0.0161252143073659,0.0346479480985121,0.0319428707035388,0.0349356044230547,0,0,0,0,0,0,0,0,0.0382192502166353,0.161952187902482,0.167515678429263,0.162203358655013,0,0,0,0.024902372893354,0.0325633957875081,0.0515980802456682,0.0585141515112735
"Otu00059",0.0500832055241836,9.49990719646553e-06,0.000136060443406085,0.212623179280583,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",0.00894439117125142,0,0,0,0.152378326113366,0.135095374645913,0.139011344994893,0,0.0141426070706832,0.0360633293559791,0.0657741223632053,0.116971312462763,0.128886695411621,0.115844396247233,0.0173213742180269,0,0,0,0,0,0.0161252143073659,0,0.0161252143073659,0.114794525328883,0.100568643557826,0.0962735700258218,0,0,0,0.0447362801022473,0.123521005480744,0.123929280893919,0.07945611766028
"Otu00061",0.938640406052715,4.83736980380787e-06,0.00010995037596192,0.939998785800982,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified",0,0,0,0,0.090233440658266,0.0905671129799072,0.104304345882389,0.0253009205357413,0.00774604415417324,0.0558860466503118,0.0980344297069334,0.174492895063483,0.153374965561167,0.162391490769192,0.0535044923335179,0,0.0927612619184835,0.0780535857392587,0.0387395224619405,0.05140356482412,0.0118324356673172,0,0.0209777155210342,0.10264968192647,0.110223049987747,0.111405841752856,0,0,0,0.0296691465086627,0.0730031574180724,0.0774077405521277,0.0738233923232384
"Otu00062",0.172383675149211,4.99518764988882e-08,6.91333970744613e-06,0.39216568673612,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Clostridiales_vadinBB60_group_ge",0,0,0,0,0.114706610059477,0.0960643148670947,0.13988314344677,0,0.00632459748479786,0.0293299615832089,0.0579980168476094,0.0910101272217475,0.10086852713537,0.0952227527286049,0.0184401339561902,0,0.0371569006730606,0.0412427473346677,0.0666827324361915,0.0636038700583698,0.0134168103898401,0,0.0343578873863,0.165127009378567,0.159483274897959,0.163826913621178,0,0,0,0.0669828796370815,0.141968465691686,0.154431180742226,0.155480449066238
"Otu00063",0.579299560748536,9.40842374327139e-10,6.5106292303438e-07,0.779636787515025,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified",0,0,0,0,0.0564214190586361,0.0535044923335179,0.0721736684268068,0.043602804430478,0,0.043602804430478,0.0723125727082487,0.106880456901625,0.117315917625842,0.120037803696158,0.0574772685710209,0.0260797658972776,0.0837639217496668,0.129590895987229,0.114530580632813,0.108192432657308,0,0,0,0.0893376217417522,0.103917349594634,0.114177721931781,0,0,0,0.0471343266405227,0.0837639217496668,0.0792029438914228,0.112397103846708
"Otu00069",0.426131885427542,1.14879671703243e-06,5.6783380584746e-05,0.661460970898526,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",0,0,0,0,0.0797084940500514,0.0720344981628928,0.0842423419726864,0,0.00894439117125142,0.0397596885709306,0.069192742460913,0.104689932347122,0.12538829120718,0.109764792124965,0.0360633293559791,0,0.0417254135699873,0.0454028202812892,0.0355039371888628,0.0313100670833175,0.0126494479745792,0,0.0178894980130789,0.0974165384306202,0.116192282699233,0.137840593700205,0,0,0,0.0527501654947163,0.104497314365728,0.0940534607256331,0.136808178982749
"Otu00072",0.722236720296125,0.00623062682088191,0.0197779530277536,0.841393620277641,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified",0,0,0,0,0,0,0,0.0253009205357413,0,0.0395071117091088,0.0779248414714716,0.101067961893439,0.0877481722340252,0.101366388347298,0.0621689374463728,0.0268360367115923,0.082555856714723,0.131142551517907,0.0632877929813619,0.0699139389441653,0.0189748045654315,0,0,0.0835236936918041,0.0837639217496668,0.0813300149285429,0,0,0,0.0200013335733905,0.0553455174683595,0.0553455174683595,0.171663408476232
"Otu00079",0.333543077875886,1.59375399141119e-05,0.000166217245372241,0.577329218424133,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_ge",0,0,0,0,0.116365842936491,0.116452527807796,0.13198836397704,0,0,0.0214492552468059,0.0331723313941455,0.0689021639034899,0.0711938033847323,0.0723125727082487,0.0504197724246619,0,0.0414847808111334,0.0438318384264956,0.0240855178070319,0.0286395571091107,0.00894439117125142,0,0.0167339815117806,0.0734144121624481,0.0775373364821692,0.0857789552773275,0,0.00632459748479786,0,0.0451817298391261,0.0970024522518202,0.0762315430106086,0.119024253466981
"Otu00081",0.444332854332654,0.0141047119933244,0.0365560325819494,0.673994413096563,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified",0.0253009205357413,0.0346479480985121,0.0481850221188148,0.0540633569787163,0.0167339815117806,0.0141426070706832,0.0126494479745792,0.0376918113497806,0.0711938033847323,0.0553455174683595,0.0535044923335179,0.0494164660809598,0.0433725640934211,0.0597011940644167,0.0749031686031992,0.145425819453369,0.0897866363925482,0.0591953627638885,0.0429083866174481,0.0620074615771933,0.0654684665321222,0.0173213742180269,0.0296691465086627,0,0,0,0.0184401339561902,0.0803359957520914,0.169150348060728,0.193930719957559,0.0771479008292727,0.0502207093697047,0.0397596885709306
"Otu00082",0.185846369023461,0.0138013269842813,0.0359042040342958,0.405696174650583,"Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa","DMI_ge",0,0,0.0236665283589545,0.0232399919966277,0.0219106553910847,0,0,0,0,0,0.0100001666741671,0.0141426070706832,0.0118324356673172,0.0126494479745792,0,0.0389970608926553,0.0438318384264956,0.0134168103898401,0,0,0,0.211574959758096,0.183064737651957,0.0893376217417522,0.0637613241861546,0.0384802639050308,0,0.0515980802456682,0.125710263986903,0.0942671251690777,0.0279321120649178,0.0275715906579882,0.0148329408825957
"Otu00083",0.682750231381433,1.40575473716095e-05,0.000162130379685896,0.825984545657258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",0,0,0,0,0.101465671455154,0.0985464174648435,0.123929280893919,0,0,0,0,0,0.0319428707035388,0.0303361545329774,0,0,0,0.0334726512735141,0.0464925477262967,0.0523689430561941,0,0,0,0.08304117223333,0.0955391966175751,0.101167533850085,0,0,0,0.0389970608926553,0.0510123167792624,0.0449595551641235,0.0531286626412262
"Otu00087",0.474947858132408,1.10521957152311e-07,1.27468657248998e-05,0.709857273925759,"Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallaceae_ge",0.00774604415417324,0,0,0,0.090233440658266,0.0732775818660881,0.0975197887143864,0,0.00632459748479786,0.0178894980130789,0.0456228422534398,0.0734144121624481,0.0807101750742144,0.0702003564074433,0.0736873159921972,0,0.0402600988152693,0.0870581896766473,0.0553455174683595,0.0872887836830464,0.00774604415417324,0,0.0100001666741671,0.0771479008292727,0.0678754056256757,0.0736873159921972,0,0,0,0.0422025726360924,0.10791261702173,0.117229859558935,0.0880911575885503
"Otu00089",0.195677245154369,2.81337898995797e-05,0.000239386230447247,0.417927943354393,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_unclassified",0.00632459748479786,0,0,0,0.0905671129799072,0.074094800715606,0.0836438931576444,0.0232399919966277,0.00894439117125142,0.0309888263311719,0.0558860466503118,0.0911205479478671,0.0955391966175751,0.07945611766028,0.024902372893354,0,0,0.0200013335733905,0.0148329408825957,0.0167339815117806,0,0,0.0161252143073659,0.0523689430561941,0.0490094119674804,0.0475573820604094,0,0,0,0.074094800715606,0.14289364999986,0.135618896188717,0.124984683462654
"Otu00090",0.266587764732968,3.77267664862971e-05,0.000297780375952153,0.509609760207774,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11_gut_group",0,0,0,0,0.0395071117091088,0.0382192502166353,0.0440596848942229,0,0,0.0268360367115923,0.049618744953486,0.0838837802014287,0.0818225357316663,0.0854267817942394,0,0,0,0,0,0,0.00774604415417324,0,0.0194948234947316,0.0977259661777739,0.0903448001990797,0.10016742116156,0,0,0,0,0.0400106743539889,0.0402600988152693,0.048804615905435
"Otu00091",0.245477989980893,1.65736848709316e-05,0.000166217245372241,0.481220308971043,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified",0,0,0,0,0.0724512125371119,0.0684639984064946,0.0937320616610577,0.0355039371888628,0.010954670250958,0.0360633293559791,0.0735509897360496,0.115844396247233,0.11203764265091,0.134117831897934,0.0268360367115923,0,0,0,0,0,0.0167339815117806,0,0.0141426070706832,0.0835236936918041,0.0857789552773275,0.0910101272217475,0,0.0118324356673172,0,0.0490094119674804,0.10884258202752,0.113912373159281,0.115582806636994
"Otu00092",0.509448711964288,0.00550629423029869,0.0178889934618155,0.738464615840896,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified",0.0772779290306087,0.0521772912016182,0.0279321120649178,0.0264606007932277,0,0,0,0.234301610855895,0.147778588936237,0.0620074615771933,0.0467074509873697,0,0,0,0.0896745912477794,0.0799600806114256,0.0279321120649178,0.0268360367115923,0.0412427473346677,0.0702003564074433,0,0.0371569006730606,0,0,0,0,0.0671324530090683,0.0564214190586361,0.0340653608675008,0.0309888263311719,0.0349356044230547,0.0508155670847216,0.0228054852686513
"Otu00094",0.652164126734314,1.89599070452333e-06,7.05453093099691e-05,0.805220365503505,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",0,0,0,0,0.0861297028769566,0.0837639217496668,0.134268675082177,0.0289868126124024,0,0.0431410981008142,0.0674306103924243,0.0915609139665215,0.101861849502356,0.0901219450145953,0.0366141907114439,0,0.0742301354983299,0.0680230283294233,0.0374253099064661,0.0471343266405227,0,0,0.0616832482303766,0.0770176548506078,0.0900103127622477,0.0867111605478023,0,0,0,0.0562435254446488,0.0738233923232384,0.0687564170408878,0.0914510190428831
"Otu00095",0.385318970857861,2.06256391252924e-06,7.07518400657492e-05,0.628869641117075,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified",0,0,0,0,0.0616832482303766,0.06265088083234,0.0803359957520914,0.0204953363762286,0.00774604415417324,0.0400106743539889,0.0836438931576444,0.132523862810031,0.13168140982488,0.145216444778923,0,0,0,0,0.0214492552468059,0,0.0126494479745792,0,0.0134168103898401,0.0654684665321222,0.0877481722340252,0.0971061372468437,0,0,0,0.0397596885709306,0.0793296309248448,0.069482113545977,0.110588311179956
"Otu00097",0.19028412079355,0.000112528450411568,0.00073461969513967,0.411489411216051,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",0,0,0,0,0.125710263986903,0.110770497479214,0.147021400235996,0,0,0,0.0368865420026988,0.05002085680577,0.0547996789158197,0.0481850221188148,0,0,0,0.0268360367115923,0,0,0,0,0,0.0426744092675496,0.0519849353686748,0.0542483707246401,0,0,0,0.0590257935914777,0.0929778609970106,0.090678067216133,0.10791261702173
"Otu00100",0.165545741627487,0.0054344209091949,0.0178228401382127,0.380590209987445,"Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae","Brevinema",0.0657741223632053,0.136289112984666,0.160817236214451,0.12554937863155,0.0677274631389327,0.069482113545977,0.0279321120649178,0.0414847808111334,0.080085580033659,0.147159352251578,0.064852858124132,0.0272062971645802,0.0282880438419201,0.0194948234947316,0,0,0,0,0,0,0,0.0209777155210342,0.0366141907114439,0.0100001666741671,0,0,0,0,0.137840593700205,0.154496962059116,0.0204953363762286,0.0282880438419201,0.0126494479745792
"Otu00104",0.0515054536921305,5.30334131622475e-05,0.000390416190513566,0.212986202591746,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",0,0,0,0,0.100066867585757,0.0880911575885503,0.105933537477448,0.0286395571091107,0,0.0340653608675008,0.0519849353686748,0.0747690430495636,0.0739592201087309,0.0762315430106086,0.0189748045654315,0,0,0,0,0,0.0141426070706832,0,0.0126494479745792,0.0732775818660881,0.06265088083234,0.0603690742633334,0,0,0,0.0553455174683595,0.0867111605478023,0.0826774502236597,0.0870581896766473
"Otu00105",0.0366376315265928,2.38606308955298e-05,0.00021443579973645,0.211644980234736,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",0,0,0,0,0.0813300149285429,0.069192742460913,0.0959595182852168,0,0,0.0360633293559791,0.0473463254575795,0.0770176548506078,0.0775373364821692,0.0717553534939401,0,0,0,0,0,0,0,0,0,0.0387395224619405,0.043602804430478,0.0440596848942229,0,0,0,0.0597011940644167,0.0936246863478089,0.0934095697775001,0.096586613241228
"Otu00107",0.00539948702085889,0.000574639598044493,0.00280035635103372,0.211644980234736,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified",0.090788887341978,0.118854504187926,0.0770176548506078,0.0760997410666006,0.0392529130545519,0.0498202052314834,0.0286395571091107,0.0447362801022473,0.113557627080762,0.0732775818660881,0.0786941734066556,0.0610296810882961,0.0656214713878239,0.0616832482303766,0,0,0,0.0232399919966277,0,0,0.0293299615832089,0,0.0161252143073659,0,0,0,0.0812064221336274,0.0928696238764644,0.0684639984064946,0.0557064506147085,0.0419646697072182,0.0481850221188148,0.0438318384264956
"Otu00108",0.0329208334633166,0.000207714554505258,0.00123912475618654,0.211644980234736,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",0,0,0,0,0.0355039371888628,0.0379564451883143,0.0506180552853129,0.024902372893354,0,0.0126494479745792,0.0232399919966277,0.0467074509873697,0.0479767183075185,0.0547996789158197,0,0,0,0,0,0,0,0.00632459748479786,0.0306642247754937,0.105361362806019,0.140100267512798,0.129824799671451,0,0,0,0.0331723313941455,0.0636038700583698,0.0562435254446488,0.080085580033659
"Otu00111",0.859753966405514,9.63433775563322e-06,0.000136060443406085,0.878803168024544,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",0,0,0,0,0.0303361545329774,0.0264606007932277,0.0400106743539889,0.0275715906579882,0,0.0289868126124024,0.0535044923335179,0.0970024522518202,0.0945867275895741,0.116365842936491,0.0389970608926553,0,0.0402600988152693,0.0583426116660931,0.0471343266405227,0.0477675089383799,0.0118324356673172,0,0.00774604415417324,0.0810826426105541,0.0978288940384367,0.0979317151027976,0,0,0,0.0126494479745792,0.032254623442895,0.0343578873863,0.0340653608675008
"Otu00113",0.102568477742148,1.37482903386594e-05,0.000161251134141564,0.295386954147784,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified",0,0,0,0,0.0409992883336807,0.0371569006730606,0.040754378260628,0,0,0.0204953363762286,0.0422025726360924,0.0581705682719407,0.0523689430561941,0.0600360584452784,0,0,0,0,0,0,0,0,0.0184401339561902,0.0824340854859904,0.0807101750742144,0.0802108847768774,0,0,0,0.0340653608675008,0.0646980459694235,0.0549822247594775,0.05140356482412
"Otu00118",0.154914012604846,0.0183940568014237,0.0456225351490509,0.364736374567863,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified",0.0340653608675008,0.0768871899878212,0.0498202052314834,0.0723125727082487,0.0296691465086627,0.0360633293559791,0.0240855178070319,0.0232399919966277,0.0521772912016182,0.0523689430561941,0.0363398019976787,0,0,0,0,0,0,0,0,0,0,0.169811985036882,0.138060846379769,0.0296691465086627,0.024902372893354,0,0,0,0.109764792124965,0.128178712619464,0.0306642247754937,0.0451817298391261,0.0319428707035388
"Otu00122",0.0679016235493233,4.86235358467336e-05,0.000369752602263073,0.22920938290796,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","GCA-900066225",0.0200013335733905,0.0605348985018691,0.0611937239915429,0.0562435254446488,0.0264606007932277,0.0240855178070319,0,0.0395071117091088,0.0517918677135205,0.123766129033078,0.0683173226756885,0,0,0,0,0.0331723313941455,0.00894439117125142,0,0,0,0.0134168103898401,0.169571676940336,0.0927612619184835,0.0454028202812892,0.0424391451139306,0.0232399919966277,0,0,0.0979317151027976,0.0858960287112524,0.0253009205357413,0.0319428707035388,0.0161252143073659
"Otu00124",0.204741496913152,1.64493256792017e-05,0.000166217245372241,0.430785776180035,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_unclassified",0,0,0,0,0.0419646697072182,0.0387395224619405,0.0471343266405227,0,0,0.0141426070706832,0.0253009205357413,0.0352209152714569,0.0349356044230547,0.040754378260628,0,0,0,0.0100001666741671,0.0134168103898401,0,0,0,0.0275715906579882,0.0814534218453459,0.0880911575885503,0.0887731939570922,0,0,0,0.0460597419612265,0.0730031574180724,0.0743652257990621,0.0887731939570922
"Otu00130",0.611236124070028,7.42201737457444e-07,4.28003001933793e-05,0.792708830529305,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella",0,0,0,0,0.0618455662727442,0.0547996789158197,0.0620074615771933,0,0,0.0360633293559791,0.0521772912016182,0.0862463048895674,0.0805856400072729,0.0951170403274649,0.0374253099064661,0,0.0279321120649178,0.0223625435843667,0.0256932919481349,0.0456228422534398,0,0,0.0126494479745792,0.0557064506147085,0.0689021639034899,0.0774077405521277,0,0.00774604415417324,0,0.0279321120649178,0.0753041226363416,0.0697702921830911,0.0678754056256757
"Otu00131",0.544854903216962,0.0191230042913275,0.046925953792903,0.764756442649319,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",0.0204953363762286,0.0504197724246619,0.07945611766028,0.0882051927245587,0.0962735700258218,0.0922175641449429,0.0355039371888628,0,0.0325633957875081,0.0319428707035388,0.0253009205357413,0.0223625435843667,0.0148329408825957,0.0154925531290998,0,0,0,0,0,0,0,0.0656214713878239,0.133664305609784,0.0447362801022473,0.0331723313941455,0.0184401339561902,0,0,0.0223625435843667,0.0595330589214635,0,0.0178894980130789,0
"Otu00132",0.118764798475224,0.00775135946545964,0.02342332205283,0.313684124217005,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacteraceae_unclassified",0,0,0,0,0.0535044923335179,0.0419646697072182,0.0440596848942229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189748045654315,0.132981185731952,0.120708866351188,0.116192282699233,0,0,0,0.0161252143073659,0.0608651982645798,0.0603690742633334,0.0467074509873697
