"","Group.1","x"
"43","GI_1_Phormidiaceae",6.6e-05
"44","GI_1_Proteobacteria_unclassified",0.000388
"45","GI_1_Puniceicoccaceae",0.000138333333333333
"46","GI_1_Rhodomicrobiaceae",1.5e-05
"47","GI_1_Rhodospirillales_unclassified",1.66666666666667e-05
"48","GI_1_Rickettsiales_unclassified",0.000725
"49","GI_1_Rikenellaceae",6.66666666666667e-05
"50","GI_1_Ruminococcaceae",8.13865546218487e-05
"51","GI_1_Shewanellaceae",0.0027875
"52","GI_1_Sphingomonadaceae",0
"53","GI_1_Spirochaetaceae",0.000135
"54","GI_1_Staphylococcaceae",0.00076
"55","GI_1_Synergistaceae",0
"56","GI_1_T2WK15B57_fa",0
"57","GI_1_Tannerellaceae",0.0138583333333333
"58","GI_1_Trichomonadea_fa",0
"59","GI_1_uncultured",0.0002125
"60","GI_1_Verrucomicrobiae_unclassified",0.00028
"61","GI_1_Vibrionaceae",0.0228206666666667
"62","GI_1_Victivallaceae",0.000175909090909091
"63","GI_1_Victivallales_unclassified",0.0001725
"64","GI_2_Akkermansiaceae",1.7e-05
"65","GI_2_Alphaproteobacteria_unclassified",2.90909090909091e-05
"66","GI_2_Arcobacteraceae",0
"67","GI_2_Bacteria_unclassified",0.000228409090909091
"68","GI_2_Bacteroidales_unclassified",4.04761904761905e-06
"69","GI_2_Bacteroidia_unclassified",0
"70","GI_2_Bradymonadales_fa",0
"71","GI_2_Brevinemataceae",0.00813625
"72","GI_2_Burkholderiaceae",7.5e-05
"73","GI_2_Cellvibrionaceae",0
"74","GI_2_Christensenellaceae",3.5e-05
"75","GI_2_Clostridiaceae_1",0.00128111111111111
"76","GI_2_Clostridiales_unclassified",7.30769230769231e-05
"77","GI_2_Clostridiales_vadinBB60_group",6.66666666666667e-06
"78","GI_2_Cyclobacteriaceae",0
"79","GI_2_Desulfovibrionaceae",0.000362727272727273
"80","GI_2_DMI_fa",0.00100590909090909
"81","GI_2_Eggerthellaceae",0
"82","GI_2_Endozoicomonadaceae",0.0099175
"83","GI_2_Erysipelotrichaceae",0.0102538461538462
"84","GI_2_Family_XIII",1e-05
"85","GI_2_Firmicutes_unclassified",0
"86","GI_2_Flavobacteriaceae",0
"87","GI_2_Fusobacteriaceae",3e-06
"88","GI_2_Gastranaerophilales_fa",0
"89","GI_2_Gf10_symbiont_group_fa",0.002317
"90","GI_2_Hyphomonadaceae",0
"91","GI_2_Kiritimatiellaceae",1.5e-05
"92","GI_2_Lachnospiraceae",0.000475873015873016
"93","GI_2_Marinifilaceae",0
"94","GI_2_Mollicutes_RF39_fa",0
"95","GI_2_Mollicutes_unclassified",0
"96","GI_2_Mycoplasmataceae",0.00018
"97","GI_2_Nostocaceae",0.00026875
"98","GI_2_Other",0.00930500000000001
"99","GI_2_Oxyphotobacteria_unclassified",0
"100","GI_2_Paludibacteraceae",0
"101","GI_2_Parabasalia_unclassified",0.00274166666666667
"102","GI_2_Paracaedibacteraceae",0.0008475
"103","GI_2_Pasteurellaceae",0.002715
"104","GI_2_Peptococcaceae",1.66666666666667e-06
"105","GI_2_Peptostreptococcaceae",0.0182492857142857
"106","GI_2_Phormidiaceae",0.000572
"107","GI_2_Proteobacteria_unclassified",3.4e-05
"108","GI_2_Puniceicoccaceae",0.000361666666666667
"109","GI_2_Rhodomicrobiaceae",0
"110","GI_2_Rhodospirillales_unclassified",0
"111","GI_2_Rickettsiales_unclassified",0.001395
"112","GI_2_Rikenellaceae",1.33333333333333e-05
"113","GI_2_Ruminococcaceae",0.000112142857142857
"114","GI_2_Shewanellaceae",0.003525
"115","GI_2_Sphingomonadaceae",0
"116","GI_2_Spirochaetaceae",1.66666666666667e-06
"117","GI_2_Staphylococcaceae",0.000145
"118","GI_2_Synergistaceae",0
"119","GI_2_T2WK15B57_fa",0
"120","GI_2_Tannerellaceae",4.33333333333333e-05
"121","GI_2_Trichomonadea_fa",5.92857142857143e-05
"122","GI_2_uncultured",0.00047625
"123","GI_2_Verrucomicrobiae_unclassified",0
"124","GI_2_Vibrionaceae",0.0319116666666667
"125","GI_2_Victivallaceae",2.27272727272727e-06
"126","GI_2_Victivallales_unclassified",1.75e-05
"127","GI_3_Akkermansiaceae",3.9e-05
"128","GI_3_Alphaproteobacteria_unclassified",0.000170545454545455
"129","GI_3_Arcobacteraceae",0
"130","GI_3_Bacteria_unclassified",0.000235272727272727
"131","GI_3_Bacteroidales_unclassified",1.04761904761905e-05
"132","GI_3_Bacteroidia_unclassified",2.1e-05
"133","GI_3_Bradymonadales_fa",0
"134","GI_3_Brevinemataceae",0.00961633333333333
"135","GI_3_Burkholderiaceae",0
"136","GI_3_Cellvibrionaceae",0
"137","GI_3_Christensenellaceae",0.000168
"138","GI_3_Clostridiaceae_1",0.0052
"139","GI_3_Clostridiales_unclassified",0.000166461538461538
"140","GI_3_Clostridiales_vadinBB60_group",3.64444444444444e-05
"141","GI_3_Cyclobacteriaceae",0
"142","GI_3_Desulfovibrionaceae",0.00233527272727273
"143","GI_3_DMI_fa",0.00593709090909091
"144","GI_3_Eggerthellaceae",0
"145","GI_3_Endozoicomonadaceae",0.005904
"146","GI_3_Erysipelotrichaceae",0.012504
"147","GI_3_Family_XIII",0.000112
"148","GI_3_Firmicutes_unclassified",0
"149","GI_3_Flavobacteriaceae",0
"150","GI_3_Fusobacteriaceae",0.001996
"151","GI_3_Gastranaerophilales_fa",0
"152","GI_3_Gf10_symbiont_group_fa",0.0034376
"153","GI_3_Hyphomonadaceae",0
"154","GI_3_Kiritimatiellaceae",0
"155","GI_3_Lachnospiraceae",0.00114590476190476
"156","GI_3_Marinifilaceae",0
"157","GI_3_Mollicutes_RF39_fa",2.05e-05
"158","GI_3_Mollicutes_unclassified",4e-06
"159","GI_3_Mycoplasmataceae",2e-05
"160","GI_3_Nostocaceae",0
"161","GI_3_Other",0.02384
"162","GI_3_Oxyphotobacteria_unclassified",0
"163","GI_3_Paludibacteraceae",0
"164","GI_3_Parabasalia_unclassified",0.00331066666666667
"165","GI_3_Paracaedibacteraceae",0.001015
"166","GI_3_Pasteurellaceae",0.000324
"167","GI_3_Peptococcaceae",4e-05
"168","GI_3_Peptostreptococcaceae",0.00602514285714286
"169","GI_3_Phormidiaceae",8e-05
"170","GI_3_Proteobacteria_unclassified",0.00066
"171","GI_3_Puniceicoccaceae",0.000184
"172","GI_3_Rhodomicrobiaceae",8e-06
"173","GI_3_Rhodospirillales_unclassified",1.33333333333333e-06
"174","GI_3_Rickettsiales_unclassified",0.000144
"175","GI_3_Rikenellaceae",0.000123131313131313
"176","GI_3_Ruminococcaceae",0.000565310924369748
"177","GI_3_Shewanellaceae",0.010378
"178","GI_3_Sphingomonadaceae",0
"179","GI_3_Spirochaetaceae",8e-06
"180","GI_3_Staphylococcaceae",0
"181","GI_3_Synergistaceae",4e-06
"182","GI_3_T2WK15B57_fa",0
"183","GI_3_Tannerellaceae",0.00451333333333333
"184","GI_3_Trichomonadea_fa",0.000241142857142857
"185","GI_3_uncultured",0.0002348
"186","GI_3_Verrucomicrobiae_unclassified",1.6e-05
"187","GI_3_Vibrionaceae",0.0145802666666667
"188","GI_3_Victivallaceae",5.81818181818182e-06
"189","GI_3_Victivallales_unclassified",2.6e-05
"190","GI_4_Akkermansiaceae",0.0004562
"191","GI_4_Alphaproteobacteria_unclassified",0.000154181818181818
"192","GI_4_Arcobacteraceae",6e-05
"193","GI_4_Bacteria_unclassified",0.000270909090909091
"194","GI_4_Bacteroidales_unclassified",9.27619047619048e-05
"195","GI_4_Bacteroidia_unclassified",0.000214
"196","GI_4_Bradymonadales_fa",0
"197","GI_4_Brevinemataceae",0.00734733333333333
"198","GI_4_Burkholderiaceae",0
"199","GI_4_Cellvibrionaceae",0
"200","GI_4_Christensenellaceae",0.00094
"201","GI_4_Clostridiaceae_1",0.00425733333333333
"202","GI_4_Clostridiales_unclassified",0.000278769230769231
"203","GI_4_Clostridiales_vadinBB60_group",0.000449777777777778
"204","GI_4_Cyclobacteriaceae",0
"205","GI_4_Desulfovibrionaceae",0.00202
"206","GI_4_DMI_fa",0.00697672727272727
"207","GI_4_Eggerthellaceae",4.26666666666667e-05
"208","GI_4_Endozoicomonadaceae",0.004428
"209","GI_4_Erysipelotrichaceae",0.005872
"210","GI_4_Family_XIII",0.000221333333333333
"211","GI_4_Firmicutes_unclassified",0.000292
"212","GI_4_Flavobacteriaceae",0
"213","GI_4_Fusobacteriaceae",0.000228
"214","GI_4_Gastranaerophilales_fa",1.68888888888889e-05
"215","GI_4_Gf10_symbiont_group_fa",0.0011232
"216","GI_4_Hyphomonadaceae",0
"217","GI_4_Kiritimatiellaceae",0.009116
"218","GI_4_Lachnospiraceae",0.00179726984126984
"219","GI_4_Marinifilaceae",0
"220","GI_4_Mollicutes_RF39_fa",0.000116
"221","GI_4_Mollicutes_unclassified",6e-05
"222","GI_4_Mycoplasmataceae",1.6e-05
"223","GI_4_Nostocaceae",7e-06
"224","GI_4_Other",0.030412
"225","GI_4_Oxyphotobacteria_unclassified",0
"226","GI_4_Paludibacteraceae",0.000124
"227","GI_4_Parabasalia_unclassified",0.00109333333333333
"228","GI_4_Paracaedibacteraceae",0.000746
"229","GI_4_Pasteurellaceae",0.000608
"230","GI_4_Peptococcaceae",0.000286666666666667
"231","GI_4_Peptostreptococcaceae",0.00453428571428571
"232","GI_4_Phormidiaceae",3.6e-05
"233","GI_4_Proteobacteria_unclassified",0.0005512
"234","GI_4_Puniceicoccaceae",0.00012
"235","GI_4_Rhodomicrobiaceae",0
"236","GI_4_Rhodospirillales_unclassified",3.44e-05
"237","GI_4_Rickettsiales_unclassified",0.000184
"238","GI_4_Rikenellaceae",0.000450666666666667
"239","GI_4_Ruminococcaceae",0.000814823529411765
"240","GI_4_Shewanellaceae",0.00115
"241","GI_4_Sphingomonadaceae",0
"242","GI_4_Spirochaetaceae",8.13333333333333e-05
"243","GI_4_Staphylococcaceae",0
"244","GI_4_Synergistaceae",7.2e-05
"245","GI_4_T2WK15B57_fa",7.6e-05
"246","GI_4_Tannerellaceae",0.00651066666666667
"247","GI_4_Trichomonadea_fa",0.000287428571428571
"248","GI_4_uncultured",0.000213
"249","GI_4_Verrucomicrobiae_unclassified",0.000112
"250","GI_4_Vibrionaceae",0.0144384
"251","GI_4_Victivallaceae",0.000142545454545455
"252","GI_4_Victivallales_unclassified",0.000222
"253","HG_1_Akkermansiaceae",0.0018556
"254","HG_1_Alphaproteobacteria_unclassified",0.000400363636363636
"255","HG_1_Arcobacteraceae",0.000224
"256","HG_1_Bacteria_unclassified",0.00147345454545455
"257","HG_1_Bacteroidales_unclassified",0.000844
"258","HG_1_Bacteroidia_unclassified",0.001088
"259","HG_1_Bradymonadales_fa",0.000192
"260","HG_1_Brevinemataceae",0.000696
"261","HG_1_Burkholderiaceae",0
"262","HG_1_Cellvibrionaceae",0
"263","HG_1_Christensenellaceae",0.00426
"264","HG_1_Clostridiaceae_1",0.00120044444444444
"265","HG_1_Clostridiales_unclassified",0.000678769230769231
"266","HG_1_Clostridiales_vadinBB60_group",0.00304755555555556
"267","HG_1_Cyclobacteriaceae",0
"268","HG_1_Desulfovibrionaceae",0.00145
"269","HG_1_DMI_fa",0.00226109090909091
"270","HG_1_Eggerthellaceae",0.000348
"271","HG_1_Endozoicomonadaceae",0.0061
"272","HG_1_Erysipelotrichaceae",0.00333907692307692
"273","HG_1_Family_XIII",0.000449333333333333
"274","HG_1_Firmicutes_unclassified",0.000496
"275","HG_1_Flavobacteriaceae",0
"276","HG_1_Fusobacteriaceae",0.0001576
"277","HG_1_Gastranaerophilales_fa",0.000664888888888889
"278","HG_1_Gf10_symbiont_group_fa",1.2e-05
"279","HG_1_Hyphomonadaceae",0
"280","HG_1_Kiritimatiellaceae",0.005544
"281","HG_1_Lachnospiraceae",0.00144330158730159
"282","HG_1_Marinifilaceae",0.001236
"283","HG_1_Mollicutes_RF39_fa",0.0003785
"284","HG_1_Mollicutes_unclassified",0.000269333333333333
"285","HG_1_Mycoplasmataceae",4e-06
"286","HG_1_Nostocaceae",6e-06
"287","HG_1_Other",0.03918
"288","HG_1_Oxyphotobacteria_unclassified",0
"289","HG_1_Paludibacteraceae",0.004828
"290","HG_1_Parabasalia_unclassified",0.000650666666666667
"291","HG_1_Paracaedibacteraceae",0.000103
"292","HG_1_Pasteurellaceae",0.00042
"293","HG_1_Peptococcaceae",0.000626666666666667
"294","HG_1_Peptostreptococcaceae",0.00225314285714286
"295","HG_1_Phormidiaceae",8.8e-06
"296","HG_1_Proteobacteria_unclassified",0.0009672
"297","HG_1_Puniceicoccaceae",0.000213333333333333
"298","HG_1_Rhodomicrobiaceae",8e-06
"299","HG_1_Rhodospirillales_unclassified",0.000666666666666667
"300","HG_1_Rickettsiales_unclassified",1.2e-05
"301","HG_1_Rikenellaceae",0.00108167676767677
"302","HG_1_Ruminococcaceae",0.00103149579831933
"303","HG_1_Shewanellaceae",0.001404
"304","HG_1_Sphingomonadaceae",0
"305","HG_1_Spirochaetaceae",0.00170933333333333
"306","HG_1_Staphylococcaceae",0.00014
"307","HG_1_Synergistaceae",0.000236
"308","HG_1_T2WK15B57_fa",0.00078
"309","HG_1_Tannerellaceae",0.00917333333333333
"310","HG_1_Trichomonadea_fa",0.00100628571428571
"311","HG_1_uncultured",0.0004596
"312","HG_1_Verrucomicrobiae_unclassified",0.001768
"313","HG_1_Vibrionaceae",0.00879306666666667
"314","HG_1_Victivallaceae",0.00130254545454545
"315","HG_1_Victivallales_unclassified",0.001246
"316","HG_2_Akkermansiaceae",0.0019166
"317","HG_2_Alphaproteobacteria_unclassified",0.000309818181818182
"318","HG_2_Arcobacteraceae",9.2e-05
"319","HG_2_Bacteria_unclassified",0.00122381818181818
"320","HG_2_Bacteroidales_unclassified",0.000849333333333333
"321","HG_2_Bacteroidia_unclassified",0.001179
"322","HG_2_Bradymonadales_fa",6.8e-05
"323","HG_2_Brevinemataceae",0.000812666666666667
"324","HG_2_Burkholderiaceae",0
"325","HG_2_Cellvibrionaceae",0
"326","HG_2_Christensenellaceae",0.004512
"327","HG_2_Clostridiaceae_1",0.000814666666666667
"328","HG_2_Clostridiales_unclassified",0.000614769230769231
"329","HG_2_Clostridiales_vadinBB60_group",0.003092
"330","HG_2_Cyclobacteriaceae",0
"331","HG_2_Desulfovibrionaceae",0.00228945454545455
"332","HG_2_DMI_fa",0.00169127272727273
"333","HG_2_Eggerthellaceae",0.000429333333333333
"334","HG_2_Endozoicomonadaceae",0.019234
"335","HG_2_Erysipelotrichaceae",0.00295661538461538
"336","HG_2_Family_XIII",0.000442666666666667
"337","HG_2_Firmicutes_unclassified",0.000336
"338","HG_2_Flavobacteriaceae",2e-06
"339","HG_2_Fusobacteriaceae",8.72e-05
"340","HG_2_Gastranaerophilales_fa",0.000704
"341","HG_2_Gf10_symbiont_group_fa",4.8e-06
"342","HG_2_Hyphomonadaceae",0
"343","HG_2_Kiritimatiellaceae",0.001672
"344","HG_2_Lachnospiraceae",0.00109980952380952
"345","HG_2_Marinifilaceae",0.001332
"346","HG_2_Mollicutes_RF39_fa",0.000353
"347","HG_2_Mollicutes_unclassified",0.000326666666666667
"348","HG_2_Mycoplasmataceae",2.8e-05
"349","HG_2_Nostocaceae",5e-06
"350","HG_2_Other",0.040692
"351","HG_2_Oxyphotobacteria_unclassified",0
"352","HG_2_Paludibacteraceae",0.00398
"353","HG_2_Parabasalia_unclassified",0.000465333333333333
"354","HG_2_Paracaedibacteraceae",0.000114
"355","HG_2_Pasteurellaceae",0.000252
"356","HG_2_Peptococcaceae",0.000694666666666667
"357","HG_2_Peptostreptococcaceae",0.00268285714285714
"358","HG_2_Phormidiaceae",8.8e-06
"359","HG_2_Proteobacteria_unclassified",0.0003056
"360","HG_2_Puniceicoccaceae",0.000262666666666667
"361","HG_2_Rhodomicrobiaceae",2.4e-05
"362","HG_2_Rhodospirillales_unclassified",0.0005904
"363","HG_2_Rickettsiales_unclassified",1.2e-05
"364","HG_2_Rikenellaceae",0.000990888888888889
"365","HG_2_Ruminococcaceae",0.00101761344537815
"366","HG_2_Shewanellaceae",0.001404
"367","HG_2_Sphingomonadaceae",0
"368","HG_2_Spirochaetaceae",0.00392533333333333
"369","HG_2_Staphylococcaceae",0
"370","HG_2_Synergistaceae",0.000272
"371","HG_2_T2WK15B57_fa",0.002684
"372","HG_2_Tannerellaceae",0.00713733333333333
"373","HG_2_Trichomonadea_fa",0.000923428571428571
"374","HG_2_uncultured",0.0004244
"375","HG_2_Verrucomicrobiae_unclassified",0.00156
"376","HG_2_Vibrionaceae",0.0102336
"377","HG_2_Victivallaceae",0.001104
"378","HG_2_Victivallales_unclassified",0.00107
"379","HG_3_Akkermansiaceae",0.0027622
"380","HG_3_Alphaproteobacteria_unclassified",0.000329454545454545
"381","HG_3_Arcobacteraceae",0.000492
"382","HG_3_Bacteria_unclassified",0.000979818181818182
"383","HG_3_Bacteroidales_unclassified",0.00110838095238095
"384","HG_3_Bacteroidia_unclassified",0.001684
"385","HG_3_Bradymonadales_fa",0.00022
"386","HG_3_Brevinemataceae",0.000212
"387","HG_3_Burkholderiaceae",0
"388","HG_3_Cellvibrionaceae",0
"389","HG_3_Christensenellaceae",0.005616
"390","HG_3_Clostridiaceae_1",0.00100533333333333
"391","HG_3_Clostridiales_unclassified",0.000572923076923077
"392","HG_3_Clostridiales_vadinBB60_group",0.00309111111111111
"393","HG_3_Cyclobacteriaceae",0
"394","HG_3_Desulfovibrionaceae",0.00211090909090909
"395","HG_3_DMI_fa",0.000689454545454546
"396","HG_3_Eggerthellaceae",0.00104
"397","HG_3_Endozoicomonadaceae",0.012446
"398","HG_3_Erysipelotrichaceae",0.00221630769230769
"399","HG_3_Family_XIII",0.000414666666666667
"400","HG_3_Firmicutes_unclassified",0.00018
"401","HG_3_Flavobacteriaceae",0
"402","HG_3_Fusobacteriaceae",9.36e-05
"403","HG_3_Gastranaerophilales_fa",0.000841777777777778
"404","HG_3_Gf10_symbiont_group_fa",0
"405","HG_3_Hyphomonadaceae",0
"406","HG_3_Kiritimatiellaceae",0.003232
"407","HG_3_Lachnospiraceae",0.00145403174603175
"408","HG_3_Marinifilaceae",0.002248
"409","HG_3_Mollicutes_RF39_fa",0.000423
"410","HG_3_Mollicutes_unclassified",0.000338666666666667
"411","HG_3_Mycoplasmataceae",2.8e-05
"412","HG_3_Nostocaceae",0
"413","HG_3_Other",0.044372
"414","HG_3_Oxyphotobacteria_unclassified",0
"415","HG_3_Paludibacteraceae",0.003512
"416","HG_3_Parabasalia_unclassified",0.000738666666666667
"417","HG_3_Paracaedibacteraceae",7.4e-05
"418","HG_3_Pasteurellaceae",0.00024
"419","HG_3_Peptococcaceae",0.000876
"420","HG_3_Peptostreptococcaceae",0.00211257142857143
"421","HG_3_Phormidiaceae",2.4e-06
"422","HG_3_Proteobacteria_unclassified",0.0002936
"423","HG_3_Puniceicoccaceae",0.000174666666666667
"424","HG_3_Rhodomicrobiaceae",0
"425","HG_3_Rhodospirillales_unclassified",0.0005688
"426","HG_3_Rickettsiales_unclassified",1.2e-05
"427","HG_3_Rikenellaceae",0.00102410101010101
"428","HG_3_Ruminococcaceae",0.00117455462184874
"429","HG_3_Shewanellaceae",3e-04
"430","HG_3_Sphingomonadaceae",0
"431","HG_3_Spirochaetaceae",0.00383866666666667
"432","HG_3_Staphylococcaceae",0
"433","HG_3_Synergistaceae",4e-04
"434","HG_3_T2WK15B57_fa",0.001748
"435","HG_3_Tannerellaceae",0.0100653333333333
"436","HG_3_Trichomonadea_fa",0.000798857142857143
"437","HG_3_uncultured",0.0003856
"438","HG_3_Verrucomicrobiae_unclassified",0.001376
"439","HG_3_Vibrionaceae",0.00799173333333333
"440","HG_3_Victivallaceae",0.00109018181818182
"441","HG_3_Victivallales_unclassified",0.001198
"442","ST_Akkermansiaceae",9.275e-05
"443","ST_Alphaproteobacteria_unclassified",5e-05
"444","ST_Arcobacteraceae",2.5e-05
"445","ST_Bacteria_unclassified",0.000108863636363636
"446","ST_Bacteroidales_unclassified",4.28571428571429e-05
"447","ST_Bacteroidia_unclassified",8.5e-05
"448","ST_Bradymonadales_fa",0
"449","ST_Brevinemataceae",0.000702083333333333
"450","ST_Burkholderiaceae",5e-04
"451","ST_Cellvibrionaceae",0.00326
"452","ST_Christensenellaceae",0.000145
"453","ST_Clostridiaceae_1",0.00261055555555556
"454","ST_Clostridiales_unclassified",4.5e-05
"455","ST_Clostridiales_vadinBB60_group",0.000171111111111111
"456","ST_Cyclobacteriaceae",0.00394
"457","ST_Desulfovibrionaceae",7.93181818181818e-05
"458","ST_DMI_fa",0.000128636363636364
"459","ST_Eggerthellaceae",4e-05
"460","ST_Endozoicomonadaceae",0.0019075
"461","ST_Erysipelotrichaceae",0.00110461538461538
"462","ST_Family_XIII",1.66666666666667e-06
"463","ST_Firmicutes_unclassified",0
"464","ST_Flavobacteriaceae",0.007135
"465","ST_Fusobacteriaceae",0.00228
"466","ST_Gastranaerophilales_fa",1.05555555555556e-05
"467","ST_Gf10_symbiont_group_fa",7.1e-05
"468","ST_Hyphomonadaceae",0.00494
"469","ST_Kiritimatiellaceae",0
"470","ST_Lachnospiraceae",0.000163571428571429
"471","ST_Marinifilaceae",0
"472","ST_Mollicutes_RF39_fa",4.375e-05
"473","ST_Mollicutes_unclassified",2e-05
"474","ST_Mycoplasmataceae",8e-05
"475","ST_Nostocaceae",0.00466125
"476","ST_Other",0.17297
"477","ST_Oxyphotobacteria_unclassified",0.0019675
"478","ST_Paludibacteraceae",0.000285
"479","ST_Parabasalia_unclassified",8.66666666666667e-05
"480","ST_Paracaedibacteraceae",6e-05
"481","ST_Pasteurellaceae",0.4127
"482","ST_Peptococcaceae",9.33333333333333e-05
"483","ST_Peptostreptococcaceae",0.00280785714285714
"484","ST_Phormidiaceae",0.004887
"485","ST_Proteobacteria_unclassified",2e-06
"486","ST_Puniceicoccaceae",1.66666666666667e-05
"487","ST_Rhodomicrobiaceae",0.00414
"488","ST_Rhodospirillales_unclassified",7.4e-05
"489","ST_Rickettsiales_unclassified",2.5e-05
"490","ST_Rikenellaceae",9.82323232323232e-05
"491","ST_Ruminococcaceae",9.48739495798319e-05
"492","ST_Shewanellaceae",0.0004425
"493","ST_Sphingomonadaceae",0.000535
"494","ST_Spirochaetaceae",0
"495","ST_Staphylococcaceae",0.00014
"496","ST_Synergistaceae",0
"497","ST_T2WK15B57_fa",0
"498","ST_Tannerellaceae",0.00074
"499","ST_Trichomonadea_fa",1.21428571428571e-05
"500","ST_uncultured",0.000198
"501","ST_Verrucomicrobiae_unclassified",0.00022
"502","ST_Vibrionaceae",0.0126506666666667
"503","ST_Victivallaceae",9.54545454545454e-05
"504","ST_Victivallales_unclassified",0.0001975
